,latin_name,english_name,edibility,filename,mushroomworld_url,image_url
1,Hebeloma crustuliniforme,Poison Pie,Poisonous,Hebelomacrustuliniforme2.JPG,http://www.mushroom.world/show?n=Hebeloma-crustuliniforme,http://www.mushroom.world/data/fungi/Hebelomacrustuliniforme2.JPG
2,Hebeloma crustuliniforme,Poison Pie,Poisonous,Hebelomacrustuliniforme3.JPG,http://www.mushroom.world/show?n=Hebeloma-crustuliniforme,http://www.mushroom.world/data/fungi/Hebelomacrustuliniforme3.JPG
3,Hebeloma crustuliniforme,Poison Pie,Poisonous,Hebelomacrustuliniforme4.JPG,http://www.mushroom.world/show?n=Hebeloma-crustuliniforme,http://www.mushroom.world/data/fungi/Hebelomacrustuliniforme4.JPG
4,Hebeloma crustuliniforme,Poison Pie,Poisonous,Hebelomacrustuliniforme5.JPG,http://www.mushroom.world/show?n=Hebeloma-crustuliniforme,http://www.mushroom.world/data/fungi/Hebelomacrustuliniforme5.JPG
0,Hebeloma mesophaeum,Veiled Poisonpie,Poisonous,Hebelomamesophaeum1.JPG,http://www.mushroom.world/show?n=Hebeloma-mesophaeum,http://www.mushroom.world/data/fungi/Hebelomamesophaeum1.JPG
1,Hebeloma mesophaeum,Veiled Poisonpie,Poisonous,Hebelomamesophaeum2.JPG,http://www.mushroom.world/show?n=Hebeloma-mesophaeum,http://www.mushroom.world/data/fungi/Hebelomamesophaeum2.JPG
2,Hebeloma mesophaeum,Veiled Poisonpie,Poisonous,Hebelomamesophaeum3.JPG,http://www.mushroom.world/show?n=Hebeloma-mesophaeum,http://www.mushroom.world/data/fungi/Hebelomamesophaeum3.JPG
3,Hebeloma mesophaeum,Veiled Poisonpie,Poisonous,Hebelomamesophaeum4.JPG,http://www.mushroom.world/show?n=Hebeloma-mesophaeum,http://www.mushroom.world/data/fungi/Hebelomamesophaeum4.JPG
4,Hebeloma mesophaeum,Veiled Poisonpie,Poisonous,Hebelomamesophaeum5.JPG,http://www.mushroom.world/show?n=Hebeloma-mesophaeum,http://www.mushroom.world/data/fungi/Hebelomamesophaeum5.JPG
5,Hebeloma mesophaeum,Veiled Poisonpie,Poisonous,Hebelomamesophaeum6.JPG,http://www.mushroom.world/show?n=Hebeloma-mesophaeum,http://www.mushroom.world/data/fungi/Hebelomamesophaeum6.JPG
0,Hericium erinaceus,Lion's mane,Edible,Hericiumerinaceus1.jpg,http://www.mushroom.world/show?n=Hericium-erinaceus,http://www.mushroom.world/data/fungi/Hericiumerinaceus1.jpg
1,Hericium erinaceus,Lion's mane,Edible,Hericiumerinaceus2.jpg,http://www.mushroom.world/show?n=Hericium-erinaceus,http://www.mushroom.world/data/fungi/Hericiumerinaceus2.jpg
2,Hericium erinaceus,Lion's mane,Edible,Hericiumerinaceus3.JPG,http://www.mushroom.world/show?n=Hericium-erinaceus,http://www.mushroom.world/data/fungi/Hericiumerinaceus3.JPG
0,Hortiboletus rubellus,Ruby Bolete,Inedible,Hortiboletusrubellus1.jpg,http://www.mushroom.world/show?n=Hortiboletus-rubellus,http://www.mushroom.world/data/fungi/Hortiboletusrubellus1.jpg
1,Hortiboletus rubellus,Ruby Bolete,Inedible,Hortiboletusrubellus2.jpg,http://www.mushroom.world/show?n=Hortiboletus-rubellus,http://www.mushroom.world/data/fungi/Hortiboletusrubellus2.jpg
2,Hortiboletus rubellus,Ruby Bolete,Inedible,Hortiboletusrubellus3.jpg,http://www.mushroom.world/show?n=Hortiboletus-rubellus,http://www.mushroom.world/data/fungi/Hortiboletusrubellus3.jpg
0,Hydnum repandum,Common Hedgehog Tooth,Edible and excellent,Hydnumrepandum1.JPG,http://www.mushroom.world/show?n=Hydnum-repandum,http://www.mushroom.world/data/fungi/Hydnumrepandum1.JPG
1,Hydnum repandum,Common Hedgehog Tooth,Edible and excellent,Hydnumrepandum2.JPG,http://www.mushroom.world/show?n=Hydnum-repandum,http://www.mushroom.world/data/fungi/Hydnumrepandum2.JPG
2,Hydnum repandum,Common Hedgehog Tooth,Edible and excellent,Hydnumrepandum3.JPG,http://www.mushroom.world/show?n=Hydnum-repandum,http://www.mushroom.world/data/fungi/Hydnumrepandum3.JPG
3,Hydnum repandum,Common Hedgehog Tooth,Edible and excellent,Hydnumrepandum4.JPG,http://www.mushroom.world/show?n=Hydnum-repandum,http://www.mushroom.world/data/fungi/Hydnumrepandum4.JPG
4,Hydnum repandum,Common Hedgehog Tooth,Edible and excellent,Hydnumrepandum5.JPG,http://www.mushroom.world/show?n=Hydnum-repandum,http://www.mushroom.world/data/fungi/Hydnumrepandum5.JPG
5,Hydnum repandum,Common Hedgehog Tooth,Edible and excellent,Hydnumrepandum6.JPG,http://www.mushroom.world/show?n=Hydnum-repandum,http://www.mushroom.world/data/fungi/Hydnumrepandum6.JPG
0,Hydnum rufescens,Terracotta Hedgehog,Edible,Hydnumrufescens1.JPG,http://www.mushroom.world/show?n=Hydnum-rufescens,http://www.mushroom.world/data/fungi/Hydnumrufescens1.JPG
1,Hydnum rufescens,Terracotta Hedgehog,Edible,Hydnumrufescens2.JPG,http://www.mushroom.world/show?n=Hydnum-rufescens,http://www.mushroom.world/data/fungi/Hydnumrufescens2.JPG
2,Hydnum rufescens,Terracotta Hedgehog,Edible,Hydnumrufescens3.JPG,http://www.mushroom.world/show?n=Hydnum-rufescens,http://www.mushroom.world/data/fungi/Hydnumrufescens3.JPG
3,Hydnum rufescens,Terracotta Hedgehog,Edible,Hydnumrufescens4.JPG,http://www.mushroom.world/show?n=Hydnum-rufescens,http://www.mushroom.world/data/fungi/Hydnumrufescens4.JPG
4,Hydnum rufescens,Terracotta Hedgehog,Edible,Hydnumrufescens5.JPG,http://www.mushroom.world/show?n=Hydnum-rufescens,http://www.mushroom.world/data/fungi/Hydnumrufescens5.JPG
5,Hydnum rufescens,Terracotta Hedgehog,Edible,Hydnumrufescens6.JPG,http://www.mushroom.world/show?n=Hydnum-rufescens,http://www.mushroom.world/data/fungi/Hydnumrufescens6.JPG
0,Hygrophoropsis aurantiaca,False Chanterelle,Inedible,Hygrophoropsisaurantiaca1.JPG,http://www.mushroom.world/show?n=Hygrophoropsis-aurantiaca,http://www.mushroom.world/data/fungi/Hygrophoropsisaurantiaca1.JPG
1,Hygrophoropsis aurantiaca,False Chanterelle,Inedible,Hygrophoropsisaurantiaca2.JPG,http://www.mushroom.world/show?n=Hygrophoropsis-aurantiaca,http://www.mushroom.world/data/fungi/Hygrophoropsisaurantiaca2.JPG
2,Hygrophoropsis aurantiaca,False Chanterelle,Inedible,Hygrophoropsisaurantiaca3.JPG,http://www.mushroom.world/show?n=Hygrophoropsis-aurantiaca,http://www.mushroom.world/data/fungi/Hygrophoropsisaurantiaca3.JPG
3,Hygrophoropsis aurantiaca,False Chanterelle,Inedible,Hygrophoropsisaurantiaca4.JPG,http://www.mushroom.world/show?n=Hygrophoropsis-aurantiaca,http://www.mushroom.world/data/fungi/Hygrophoropsisaurantiaca4.JPG
4,Hygrophoropsis aurantiaca,False Chanterelle,Inedible,Hygrophoropsisaurantiaca5.JPG,http://www.mushroom.world/show?n=Hygrophoropsis-aurantiaca,http://www.mushroom.world/data/fungi/Hygrophoropsisaurantiaca5.JPG
5,Hygrophoropsis aurantiaca,False Chanterelle,Inedible,Hygrophoropsisaurantiaca6.JPG,http://www.mushroom.world/show?n=Hygrophoropsis-aurantiaca,http://www.mushroom.world/data/fungi/Hygrophoropsisaurantiaca6.JPG
6,Hygrophoropsis aurantiaca,False Chanterelle,Inedible,Hygrophoropsisaurantiaca7.JPG,http://www.mushroom.world/show?n=Hygrophoropsis-aurantiaca,http://www.mushroom.world/data/fungi/Hygrophoropsisaurantiaca7.JPG
0,Hygrophorus camarophyllus,Arched Wood Wax,Edible,Hygrophoruscamarophyllus1.JPG,http://www.mushroom.world/show?n=Hygrophorus-camarophyllus,http://www.mushroom.world/data/fungi/Hygrophoruscamarophyllus1.JPG
1,Hygrophorus camarophyllus,Arched Wood Wax,Edible,Hygrophoruscamarophyllus2.JPG,http://www.mushroom.world/show?n=Hygrophorus-camarophyllus,http://www.mushroom.world/data/fungi/Hygrophoruscamarophyllus2.JPG
2,Hygrophorus camarophyllus,Arched Wood Wax,Edible,Hygrophoruscamarophyllus3.JPG,http://www.mushroom.world/show?n=Hygrophorus-camarophyllus,http://www.mushroom.world/data/fungi/Hygrophoruscamarophyllus3.JPG
3,Hygrophorus camarophyllus,Arched Wood Wax,Edible,Hygrophoruscamarophyllus4.JPG,http://www.mushroom.world/show?n=Hygrophorus-camarophyllus,http://www.mushroom.world/data/fungi/Hygrophoruscamarophyllus4.JPG
4,Hygrophorus camarophyllus,Arched Wood Wax,Edible,Hygrophoruscamarophyllus5.JPG,http://www.mushroom.world/show?n=Hygrophorus-camarophyllus,http://www.mushroom.world/data/fungi/Hygrophoruscamarophyllus5.JPG
0,Hygrophorus hypothejus,Late Fall Wax Cap,Edible,Hygrophorushypothejus1.JPG,http://www.mushroom.world/show?n=Hygrophorus-hypothejus,http://www.mushroom.world/data/fungi/Hygrophorushypothejus1.JPG
1,Hygrophorus hypothejus,Late Fall Wax Cap,Edible,Hygrophorushypothejus2.JPG,http://www.mushroom.world/show?n=Hygrophorus-hypothejus,http://www.mushroom.world/data/fungi/Hygrophorushypothejus2.JPG
2,Hygrophorus hypothejus,Late Fall Wax Cap,Edible,Hygrophorushypothejus3.JPG,http://www.mushroom.world/show?n=Hygrophorus-hypothejus,http://www.mushroom.world/data/fungi/Hygrophorushypothejus3.JPG
3,Hygrophorus hypothejus,Late Fall Wax Cap,Edible,Hygrophorushypothejus4.JPG,http://www.mushroom.world/show?n=Hygrophorus-hypothejus,http://www.mushroom.world/data/fungi/Hygrophorushypothejus4.JPG
4,Hygrophorus hypothejus,Late Fall Wax Cap,Edible,Hygrophorushypothejus5.JPG,http://www.mushroom.world/show?n=Hygrophorus-hypothejus,http://www.mushroom.world/data/fungi/Hygrophorushypothejus5.JPG
5,Hygrophorus hypothejus,Late Fall Wax Cap,Edible,Hygrophorushypothejus6.jpg,http://www.mushroom.world/show?n=Hygrophorus-hypothejus,http://www.mushroom.world/data/fungi/Hygrophorushypothejus6.jpg
0,Hypholoma capnoides,Conifer Tuft,Inedible,Hypholomacapnoides1.JPG,http://www.mushroom.world/show?n=Hypholoma-capnoides,http://www.mushroom.world/data/fungi/Hypholomacapnoides1.JPG
1,Hypholoma capnoides,Conifer Tuft,Inedible,Hypholomacapnoides2.JPG,http://www.mushroom.world/show?n=Hypholoma-capnoides,http://www.mushroom.world/data/fungi/Hypholomacapnoides2.JPG
2,Hypholoma capnoides,Conifer Tuft,Inedible,Hypholomacapnoides3.JPG,http://www.mushroom.world/show?n=Hypholoma-capnoides,http://www.mushroom.world/data/fungi/Hypholomacapnoides3.JPG
3,Hypholoma capnoides,Conifer Tuft,Inedible,Hypholomacapnoides4.JPG,http://www.mushroom.world/show?n=Hypholoma-capnoides,http://www.mushroom.world/data/fungi/Hypholomacapnoides4.JPG
4,Hypholoma capnoides,Conifer Tuft,Inedible,Hypholomacapnoides5.JPG,http://www.mushroom.world/show?n=Hypholoma-capnoides,http://www.mushroom.world/data/fungi/Hypholomacapnoides5.JPG
5,Hypholoma capnoides,Conifer Tuft,Inedible,Hypholomacapnoides6.JPG,http://www.mushroom.world/show?n=Hypholoma-capnoides,http://www.mushroom.world/data/fungi/Hypholomacapnoides6.JPG
6,Hypholoma capnoides,Conifer Tuft,Inedible,Hypholomacapnoides7.jpg,http://www.mushroom.world/show?n=Hypholoma-capnoides,http://www.mushroom.world/data/fungi/Hypholomacapnoides7.jpg
7,Hypholoma capnoides,Conifer Tuft,Inedible,Hypholomacapnoides8.jpg,http://www.mushroom.world/show?n=Hypholoma-capnoides,http://www.mushroom.world/data/fungi/Hypholomacapnoides8.jpg
0,Hypholoma fasciculare,Sulphur Tuft,Poisonous,Hypholomafasciculare1.jpg,http://www.mushroom.world/show?n=Hypholoma-fasciculare,http://www.mushroom.world/data/fungi/Hypholomafasciculare1.jpg
1,Hypholoma fasciculare,Sulphur Tuft,Poisonous,Hypholomafasciculare2.jpg,http://www.mushroom.world/show?n=Hypholoma-fasciculare,http://www.mushroom.world/data/fungi/Hypholomafasciculare2.jpg
2,Hypholoma fasciculare,Sulphur Tuft,Poisonous,Hypholomafasciculare3.JPG,http://www.mushroom.world/show?n=Hypholoma-fasciculare,http://www.mushroom.world/data/fungi/Hypholomafasciculare3.JPG
3,Hypholoma fasciculare,Sulphur Tuft,Poisonous,Hypholomafasciculare4.JPG,http://www.mushroom.world/show?n=Hypholoma-fasciculare,http://www.mushroom.world/data/fungi/Hypholomafasciculare4.JPG
4,Hypholoma fasciculare,Sulphur Tuft,Poisonous,Hypholomafasciculare5.JPG,http://www.mushroom.world/show?n=Hypholoma-fasciculare,http://www.mushroom.world/data/fungi/Hypholomafasciculare5.JPG
0,Hypholoma marginatum,Snakeskin Brownie,Inedible,Hypholomamarginatum1.JPG,http://www.mushroom.world/show?n=Hypholoma-marginatum,http://www.mushroom.world/data/fungi/Hypholomamarginatum1.JPG
1,Hypholoma marginatum,Snakeskin Brownie,Inedible,Hypholomamarginatum2.JPG,http://www.mushroom.world/show?n=Hypholoma-marginatum,http://www.mushroom.world/data/fungi/Hypholomamarginatum2.JPG
2,Hypholoma marginatum,Snakeskin Brownie,Inedible,Hypholomamarginatum3.JPG,http://www.mushroom.world/show?n=Hypholoma-marginatum,http://www.mushroom.world/data/fungi/Hypholomamarginatum3.JPG
0,Inocybe lacera,Torn-cap Inocybe,Poisonous,Inocybelacera1.JPG,http://www.mushroom.world/show?n=Inocybe-lacera,http://www.mushroom.world/data/fungi/Inocybelacera1.JPG
1,Inocybe lacera,Torn-cap Inocybe,Poisonous,Inocybelacera2.JPG,http://www.mushroom.world/show?n=Inocybe-lacera,http://www.mushroom.world/data/fungi/Inocybelacera2.JPG
2,Inocybe lacera,Torn-cap Inocybe,Poisonous,Inocybelacera3.JPG,http://www.mushroom.world/show?n=Inocybe-lacera,http://www.mushroom.world/data/fungi/Inocybelacera3.JPG
0,Kuehneromyces mutabilis,Sheathed Woodtuft,Edible,Kuehneromycesmutabilis1.JPG,http://www.mushroom.world/show?n=Kuehneromyces-mutabilis,http://www.mushroom.world/data/fungi/Kuehneromycesmutabilis1.JPG
1,Kuehneromyces mutabilis,Sheathed Woodtuft,Edible,Kuehneromycesmutabilis2.JPG,http://www.mushroom.world/show?n=Kuehneromyces-mutabilis,http://www.mushroom.world/data/fungi/Kuehneromycesmutabilis2.JPG
2,Kuehneromyces mutabilis,Sheathed Woodtuft,Edible,Kuehneromycesmutabilis3.JPG,http://www.mushroom.world/show?n=Kuehneromyces-mutabilis,http://www.mushroom.world/data/fungi/Kuehneromycesmutabilis3.JPG
3,Kuehneromyces mutabilis,Sheathed Woodtuft,Edible,Kuehneromycesmutabilis4.JPG,http://www.mushroom.world/show?n=Kuehneromyces-mutabilis,http://www.mushroom.world/data/fungi/Kuehneromycesmutabilis4.JPG
4,Kuehneromyces mutabilis,Sheathed Woodtuft,Edible,Kuehneromycesmutabilis5.JPG,http://www.mushroom.world/show?n=Kuehneromyces-mutabilis,http://www.mushroom.world/data/fungi/Kuehneromycesmutabilis5.JPG
0,Laccaria laccata,Common Laccaria,Edible,Laccarialaccata1.JPG,http://www.mushroom.world/show?n=Laccaria-laccata,http://www.mushroom.world/data/fungi/Laccarialaccata1.JPG
1,Laccaria laccata,Common Laccaria,Edible,Laccarialaccata2.JPG,http://www.mushroom.world/show?n=Laccaria-laccata,http://www.mushroom.world/data/fungi/Laccarialaccata2.JPG
2,Laccaria laccata,Common Laccaria,Edible,Laccarialaccata3.JPG,http://www.mushroom.world/show?n=Laccaria-laccata,http://www.mushroom.world/data/fungi/Laccarialaccata3.JPG
3,Laccaria laccata,Common Laccaria,Edible,Laccarialaccata4.JPG,http://www.mushroom.world/show?n=Laccaria-laccata,http://www.mushroom.world/data/fungi/Laccarialaccata4.JPG
4,Laccaria laccata,Common Laccaria,Edible,Laccarialaccata5.JPG,http://www.mushroom.world/show?n=Laccaria-laccata,http://www.mushroom.world/data/fungi/Laccarialaccata5.JPG
5,Laccaria laccata,Common Laccaria,Edible,Laccarialaccata6.JPG,http://www.mushroom.world/show?n=Laccaria-laccata,http://www.mushroom.world/data/fungi/Laccarialaccata6.JPG
6,Laccaria laccata,Common Laccaria,Edible,Laccarialaccata7.JPG,http://www.mushroom.world/show?n=Laccaria-laccata,http://www.mushroom.world/data/fungi/Laccarialaccata7.JPG
0,Lactarius camphoratus,Curry Milkcap,Inedible,Lactariuscamphoratus1.JPG,http://www.mushroom.world/show?n=Lactarius-camphoratus,http://www.mushroom.world/data/fungi/Lactariuscamphoratus1.JPG
1,Lactarius camphoratus,Curry Milkcap,Inedible,Lactariuscamphoratus2.JPG,http://www.mushroom.world/show?n=Lactarius-camphoratus,http://www.mushroom.world/data/fungi/Lactariuscamphoratus2.JPG
2,Lactarius camphoratus,Curry Milkcap,Inedible,Lactariuscamphoratus3.JPG,http://www.mushroom.world/show?n=Lactarius-camphoratus,http://www.mushroom.world/data/fungi/Lactariuscamphoratus3.JPG
3,Lactarius camphoratus,Curry Milkcap,Inedible,Lactariuscamphoratus4.JPG,http://www.mushroom.world/show?n=Lactarius-camphoratus,http://www.mushroom.world/data/fungi/Lactariuscamphoratus4.JPG
4,Lactarius camphoratus,Curry Milkcap,Inedible,Lactariuscamphoratus5.JPG,http://www.mushroom.world/show?n=Lactarius-camphoratus,http://www.mushroom.world/data/fungi/Lactariuscamphoratus5.JPG
0,Lactarius deliciosus,Saffron Milkcap,Edible and good,Lactariusdeliciosus1.JPG,http://www.mushroom.world/show?n=Lactarius-deliciosus,http://www.mushroom.world/data/fungi/Lactariusdeliciosus1.JPG
1,Lactarius deliciosus,Saffron Milkcap,Edible and good,Lactariusdeliciosus2.JPG,http://www.mushroom.world/show?n=Lactarius-deliciosus,http://www.mushroom.world/data/fungi/Lactariusdeliciosus2.JPG
2,Lactarius deliciosus,Saffron Milkcap,Edible and good,Lactariusdeliciosus3.JPG,http://www.mushroom.world/show?n=Lactarius-deliciosus,http://www.mushroom.world/data/fungi/Lactariusdeliciosus3.JPG
3,Lactarius deliciosus,Saffron Milkcap,Edible and good,Lactariusdeliciosus4.JPG,http://www.mushroom.world/show?n=Lactarius-deliciosus,http://www.mushroom.world/data/fungi/Lactariusdeliciosus4.JPG
4,Lactarius deliciosus,Saffron Milkcap,Edible and good,Lactariusdeliciosus5.JPG,http://www.mushroom.world/show?n=Lactarius-deliciosus,http://www.mushroom.world/data/fungi/Lactariusdeliciosus5.JPG
0,Lactarius deterrimus,Orange milkcap,Edible,Lactariusdeterrimus1.JPG,http://www.mushroom.world/show?n=Lactarius-deterrimus,http://www.mushroom.world/data/fungi/Lactariusdeterrimus1.JPG
1,Lactarius deterrimus,Orange milkcap,Edible,Lactariusdeterrimus2.JPG,http://www.mushroom.world/show?n=Lactarius-deterrimus,http://www.mushroom.world/data/fungi/Lactariusdeterrimus2.JPG
2,Lactarius deterrimus,Orange milkcap,Edible,Lactariusdeterrimus3.JPG,http://www.mushroom.world/show?n=Lactarius-deterrimus,http://www.mushroom.world/data/fungi/Lactariusdeterrimus3.JPG
3,Lactarius deterrimus,Orange milkcap,Edible,Lactariusdeterrimus4.JPG,http://www.mushroom.world/show?n=Lactarius-deterrimus,http://www.mushroom.world/data/fungi/Lactariusdeterrimus4.JPG
4,Lactarius deterrimus,Orange milkcap,Edible,Lactariusdeterrimus5.JPG,http://www.mushroom.world/show?n=Lactarius-deterrimus,http://www.mushroom.world/data/fungi/Lactariusdeterrimus5.JPG
0,Lactarius helvus,Poison Lactarius,Poisonous,Lactariushelvus1.JPG,http://www.mushroom.world/show?n=Lactarius-helvus,http://www.mushroom.world/data/fungi/Lactariushelvus1.JPG
1,Lactarius helvus,Poison Lactarius,Poisonous,Lactariushelvus2.JPG,http://www.mushroom.world/show?n=Lactarius-helvus,http://www.mushroom.world/data/fungi/Lactariushelvus2.JPG
2,Lactarius helvus,Poison Lactarius,Poisonous,Lactariushelvus3.JPG,http://www.mushroom.world/show?n=Lactarius-helvus,http://www.mushroom.world/data/fungi/Lactariushelvus3.JPG
3,Lactarius helvus,Poison Lactarius,Poisonous,Lactariushelvus4.JPG,http://www.mushroom.world/show?n=Lactarius-helvus,http://www.mushroom.world/data/fungi/Lactariushelvus4.JPG
4,Lactarius helvus,Poison Lactarius,Poisonous,Lactariushelvus5.JPG,http://www.mushroom.world/show?n=Lactarius-helvus,http://www.mushroom.world/data/fungi/Lactariushelvus5.JPG
5,Lactarius helvus,Poison Lactarius,Poisonous,Lactariushelvus6.JPG,http://www.mushroom.world/show?n=Lactarius-helvus,http://www.mushroom.world/data/fungi/Lactariushelvus6.JPG
0,Lactarius lignyotus,Velvet milkcap,Inedible,Lactariuslignyotus1.JPG,http://www.mushroom.world/show?n=Lactarius-lignyotus,http://www.mushroom.world/data/fungi/Lactariuslignyotus1.JPG
1,Lactarius lignyotus,Velvet milkcap,Inedible,Lactariuslignyotus2.JPG,http://www.mushroom.world/show?n=Lactarius-lignyotus,http://www.mushroom.world/data/fungi/Lactariuslignyotus2.JPG
2,Lactarius lignyotus,Velvet milkcap,Inedible,Lactariuslignyotus3.JPG,http://www.mushroom.world/show?n=Lactarius-lignyotus,http://www.mushroom.world/data/fungi/Lactariuslignyotus3.JPG
3,Lactarius lignyotus,Velvet milkcap,Inedible,Lactariuslignyotus4.JPG,http://www.mushroom.world/show?n=Lactarius-lignyotus,http://www.mushroom.world/data/fungi/Lactariuslignyotus4.JPG
4,Lactarius lignyotus,Velvet milkcap,Inedible,Lactariuslignyotus5.JPG,http://www.mushroom.world/show?n=Lactarius-lignyotus,http://www.mushroom.world/data/fungi/Lactariuslignyotus5.JPG
0,"Lactarius mammosus
        

",N/A,Edible,Lactariusmammosus1.JPG,http://www.mushroom.world/show?n=Lactarius-mammosus,http://www.mushroom.world/data/fungi/Lactariusmammosus1.JPG
1,"Lactarius mammosus
        

",N/A,Edible,Lactariusmammosus2.JPG,http://www.mushroom.world/show?n=Lactarius-mammosus,http://www.mushroom.world/data/fungi/Lactariusmammosus2.JPG
2,"Lactarius mammosus
        

",N/A,Edible,Lactariusmammosus3.JPG,http://www.mushroom.world/show?n=Lactarius-mammosus,http://www.mushroom.world/data/fungi/Lactariusmammosus3.JPG
3,"Lactarius mammosus
        

",N/A,Edible,Lactariusmammosus4.JPG,http://www.mushroom.world/show?n=Lactarius-mammosus,http://www.mushroom.world/data/fungi/Lactariusmammosus4.JPG
4,"Lactarius mammosus
        

",N/A,Edible,Lactariusmammosus5.JPG,http://www.mushroom.world/show?n=Lactarius-mammosus,http://www.mushroom.world/data/fungi/Lactariusmammosus5.JPG
0,Lactarius rufus,Red-hot Lactarius,Edible when boiled,Lactariusrufus1.JPG,http://www.mushroom.world/show?n=Lactarius-rufus,http://www.mushroom.world/data/fungi/Lactariusrufus1.JPG
1,Lactarius rufus,Red-hot Lactarius,Edible when boiled,Lactariusrufus2.JPG,http://www.mushroom.world/show?n=Lactarius-rufus,http://www.mushroom.world/data/fungi/Lactariusrufus2.JPG
2,Lactarius rufus,Red-hot Lactarius,Edible when boiled,Lactariusrufus3.JPG,http://www.mushroom.world/show?n=Lactarius-rufus,http://www.mushroom.world/data/fungi/Lactariusrufus3.JPG
3,Lactarius rufus,Red-hot Lactarius,Edible when boiled,Lactariusrufus4.JPG,http://www.mushroom.world/show?n=Lactarius-rufus,http://www.mushroom.world/data/fungi/Lactariusrufus4.JPG
4,Lactarius rufus,Red-hot Lactarius,Edible when boiled,Lactariusrufus5.JPG,http://www.mushroom.world/show?n=Lactarius-rufus,http://www.mushroom.world/data/fungi/Lactariusrufus5.JPG
5,Lactarius rufus,Red-hot Lactarius,Edible when boiled,Lactariusrufus6.JPG,http://www.mushroom.world/show?n=Lactarius-rufus,http://www.mushroom.world/data/fungi/Lactariusrufus6.JPG
0,Lactarius tabidus,Birch Milkcap,Inedible,Lactariustabidus1.JPG,http://www.mushroom.world/show?n=Lactarius-tabidus,http://www.mushroom.world/data/fungi/Lactariustabidus1.JPG
1,Lactarius tabidus,Birch Milkcap,Inedible,Lactariustabidus2.JPG,http://www.mushroom.world/show?n=Lactarius-tabidus,http://www.mushroom.world/data/fungi/Lactariustabidus2.JPG
2,Lactarius tabidus,Birch Milkcap,Inedible,Lactariustabidus3.JPG,http://www.mushroom.world/show?n=Lactarius-tabidus,http://www.mushroom.world/data/fungi/Lactariustabidus3.JPG
0,Lactarius torminosus,Woolly Milkcap,Edible when boiled,Lactariustorminosus1.JPG,http://www.mushroom.world/show?n=Lactarius-torminosus,http://www.mushroom.world/data/fungi/Lactariustorminosus1.JPG
1,Lactarius torminosus,Woolly Milkcap,Edible when boiled,Lactariustorminosus2.JPG,http://www.mushroom.world/show?n=Lactarius-torminosus,http://www.mushroom.world/data/fungi/Lactariustorminosus2.JPG
2,Lactarius torminosus,Woolly Milkcap,Edible when boiled,Lactariustorminosus3.JPG,http://www.mushroom.world/show?n=Lactarius-torminosus,http://www.mushroom.world/data/fungi/Lactariustorminosus3.JPG
3,Lactarius torminosus,Woolly Milkcap,Edible when boiled,Lactariustorminosus4.JPG,http://www.mushroom.world/show?n=Lactarius-torminosus,http://www.mushroom.world/data/fungi/Lactariustorminosus4.JPG
4,Lactarius torminosus,Woolly Milkcap,Edible when boiled,Lactariustorminosus5.JPG,http://www.mushroom.world/show?n=Lactarius-torminosus,http://www.mushroom.world/data/fungi/Lactariustorminosus5.JPG
5,Lactarius torminosus,Woolly Milkcap,Edible when boiled,Lactariustorminosus6.JPG,http://www.mushroom.world/show?n=Lactarius-torminosus,http://www.mushroom.world/data/fungi/Lactariustorminosus6.JPG
0,Lactarius trivialis,Slimy Lead Lactarius,Edible when boiled,Lactariustrivialis1.JPG,http://www.mushroom.world/show?n=Lactarius-trivialis,http://www.mushroom.world/data/fungi/Lactariustrivialis1.JPG
1,Lactarius trivialis,Slimy Lead Lactarius,Edible when boiled,Lactariustrivialis2.JPG,http://www.mushroom.world/show?n=Lactarius-trivialis,http://www.mushroom.world/data/fungi/Lactariustrivialis2.JPG
2,Lactarius trivialis,Slimy Lead Lactarius,Edible when boiled,Lactariustrivialis3.JPG,http://www.mushroom.world/show?n=Lactarius-trivialis,http://www.mushroom.world/data/fungi/Lactariustrivialis3.JPG
3,Lactarius trivialis,Slimy Lead Lactarius,Edible when boiled,Lactariustrivialis4.JPG,http://www.mushroom.world/show?n=Lactarius-trivialis,http://www.mushroom.world/data/fungi/Lactariustrivialis4.JPG
4,Lactarius trivialis,Slimy Lead Lactarius,Edible when boiled,Lactariustrivialis5.JPG,http://www.mushroom.world/show?n=Lactarius-trivialis,http://www.mushroom.world/data/fungi/Lactariustrivialis5.JPG
5,Lactarius trivialis,Slimy Lead Lactarius,Edible when boiled,Lactariustrivialis6.JPG,http://www.mushroom.world/show?n=Lactarius-trivialis,http://www.mushroom.world/data/fungi/Lactariustrivialis6.JPG
0,Lactarius turpis,Ugly Milkcap,Inedible,Lactariusturpis1.JPG,http://www.mushroom.world/show?n=Lactarius-turpis,http://www.mushroom.world/data/fungi/Lactariusturpis1.JPG
1,Lactarius turpis,Ugly Milkcap,Inedible,Lactariusturpis2.JPG,http://www.mushroom.world/show?n=Lactarius-turpis,http://www.mushroom.world/data/fungi/Lactariusturpis2.JPG
2,Lactarius turpis,Ugly Milkcap,Inedible,Lactariusturpis3.JPG,http://www.mushroom.world/show?n=Lactarius-turpis,http://www.mushroom.world/data/fungi/Lactariusturpis3.JPG
3,Lactarius turpis,Ugly Milkcap,Inedible,Lactariusturpis4.JPG,http://www.mushroom.world/show?n=Lactarius-turpis,http://www.mushroom.world/data/fungi/Lactariusturpis4.JPG
